id,issue_id,title,authors,affiliations,emails,abstract_ro,abstract_en,keywords_ro,keywords_en,pages_start,pages_end,doi,language,status
11,1,"Relația dintre Gh. Pavelescu și Ion Mușlea – de la devenire, la roade, în studierea culturii tradiționale și desăvârșirea unei frumoase prietenii",Amalia Pavelescu,"Facultatea de Științe Socio‑Umane, Universitatea „Lucian Blaga”, Sibiu.",,,"The article presents the productive relationship between two researchers in ethnography and folklore. Ion Mușlea, the director of the “Folklore Archive of the Romanian Academy”, wrote an appeal to the villages’ intellectuals to help him in collecting folklore by distributing folkloric questionnaires. The teachers at the “Aurel Vlaicu” high school in Orăștie asked their pupils if they would be interested in helping. One of the students, being born in a mountain village and having folklore in his blood, offered to complete the questionnaire. His name was Gheorghe Pavelescu and he did an excellent job. Pavelescu became a skilled collector and Mușlea rewarded him with social prestige, books, and money. By chance, another person young student. Pavelescu took this as a good sign and enrolled at the University of Cluj. While he was an undergraduate, Mușlea helped him with living expenses and research. They worked together for many years and the relationship between the two personalities is a remarkable example of how such academic collaborations can become life‑long friendship.","chestionar folcloric, culegere de folclor, Gheorghe Pavelescu, Ion Mușlea, Arhiva de, folkloric questionnaire, collecting folklore, The Folklore","chestionar folcloric, culegere de folclor, Gheorghe Pavelescu, Ion Mușlea, Arhiva de, folkloric questionnaire, collecting folklore, The Folklore",115,122,,ro,published
12,1,G.T. Kirileanu și Petru Caraman,Iordan Datcu,Membru titular al Uniunii Scriitorilor din România.,,,The article is following an exemplary intellectual relationship between Petru Caraman and relating to the work of the two esteemed personalities of Romanian folklore studies.,"G.T. Kirileanu, Petru Caraman, Ion H. Ciubotaru, descolindatul, lingvistică etnografică, uncarolling, ethnographic linguistics","G.T. Kirileanu, Petru Caraman, Ion H. Ciubotaru, descolindatul, lingvistică etnografică, uncarolling, ethnographic linguistics",123,126,,ro,published
13,1,Itinerariu bibliografic,Rodica Raliade,"Institutul de Etnografie și Folclor „Constantin Brăiloiu” al Academiei Române, București.",,,"The paper is diligently tracing the history of the complex intellectual endeavour of a Romanian bibliography of ethnography and folklore, originally designed in the Folklore Archive of the Romanian Academy. Since bibliology as a field of study became an independent university object in the years 1920, the bibliographic school in Cluj first succeeded to foster a current bibliography of Romanian ethnography and folklore, which appeared in the journal “Dacoromania”, founded by Sextil Pușcariu, published in Cluj (1920–1940), Bucharest (1941–1942), and Sibiu (1943–1948). Due credit is given to the emergence of the “Yearbook of the Folklore Archive”, wherein Ion Mușlea annually kept track of the current bibliography of folklore, up to 1939; the journal continues to publish a bibliography until 1945 (when yearbook was ceased). Publishing the bibliography was resumed in Bucharest in the pages of the “Folklore Journal” (1956–1963), later renamed “Journal of Ethnography and Folklore”, where it has maintained the bibliographic tradition set by Ion Mușlea and Adrian Fochi. In 2005 the yearly basis has been retroactively replaced by a five‑year unit, which appeared in the “Yearbook of the Institute of Ethnography and Folklore” (always in author’s contribution). With bibliographic year 2001, the ten‑year base has been established, giving eventually rise to two volumes of the “Romanian Bibliography of Ethnography and Folklore (RBEF)”, both coordinated by article author, the first part 2001–2010/2015 being awarded the prestigious Prize „Simion Florea Marian” of the Romanian Academy in 2017. The second part of RBEF 2001–2010/2020 is including Hungarian and Moldavian publications relevant to Romanian folklore studies. The resulting instrument for bibliographic research is invaluable as a method and a synthesis.","Bibliografia românească de etnografie și folclor, Anuarul Arhivei de Folclor, Ion, Romanian Bibliography of Ethnography and Folklore, The Yearbook of the Folklore","Bibliografia românească de etnografie și folclor, Anuarul Arhivei de Folclor, Ion, Romanian Bibliography of Ethnography and Folklore, The Yearbook of the Folklore",127,132,,ro,published
14,1,"Gânduri la apariția Anuarului Arhivei de Folklor, seria a 3-a",Lucia Cireș,"Institutul de Filologie Română „A. Philippide” al Academiei Române, Iași.",,,"mind echoes that take her back to the Cluj of her childhood and adolescence. She starts with a few personal memories, without which the evocation of her relationships with the academic world of Cluj‑Napoca would be incomplete. In fact, she does not mean her lines to be a “scientific contribution,” but a retrospective personal note on some representative figures of the academic school of Cluj, especially the school of ethnology. The author intends these notes to be a “laudatio” for the academic élite of Cluj, who offered her intellectual models in many respects. Since many of those evoked here unfortunately passed away, though their works are landmark contributions to the scientific bibliography of this school, these memories are a posthumous tribute at the same time.","Anuarul Arhivei de Folklor, The Folklore Archive Yearbook, Ethnography and Folklore Section of Cluj Branch of","Anuarul Arhivei de Folklor, The Folklore Archive Yearbook, Ethnography and Folklore Section of Cluj Branch of",133,144,,ro,published
15,1,"„Vechea și noua Dacie Germană”, de Johannes Tröster, sursă documentară pentru antropologia culturală a secolului al XVII-lea la români",Ion Taloș,"Universitatea din Köln, Germania.",,,,,,145,166,,ro,published
16,1,Considerații privind procesul istoric al configurării identităților zonale rurale în nord vestul Transilvaniei,Ioan Augustin Goia,"Muzeul Etnografic al Transilvaniei, Cluj‑Napoca.",,,"Betrachtungen zum historischen Vorgang der Herausbildung ländlicher zonaler Identitäten im Infolge der Geländeuntersuchungen, die zwischen 1974–1990 in den Dörfern des heutigen Kreises Sălaj stattfanden, identifizierte der Verfasser hier zwei deutlich unterschiedliche ethnographische Zonen, die er als Meseș und Sălaj benannte. Da die kulturellen Unterschiede zwischen den beiden Gebieten betont waren, obgleich sie benachbart und beide von Rumänen bewohnt waren, nahm sich der Verfasser vor, aufgrund dieser Fallstudien den allgemeinen Herausbildungsvorgang der zonalen Identitäten im Nordwesten Siebenbürgens zu rekonstruieren. Die Untersuchung der historischen Vergangenheit der beiden Gebiete führte den Verfasser zur Bemerkung, dass es zwei Faktoren gegeben habe, die der Ausbildung unterschiedlicher zonaler Identitäten zugrunde liegen: 1. Die langanhaltende Einschließung der beiden Kulturareale in unterschiedliche Verwaltungs- (Komitate) und rechtliche Einheiten (Lehensgüter), die territorial deutlich voneinander abgegrenzt waren. 2. Die relative demographische Stabilität, die im Laufe der Zeit vom Gesetz des Jahres 1517 begründet wurde, das den freien Verkehr der abhängigen Bauern untersagte und sie somit langzeitlich in demselben begrenzten Areal (Komitat, Lehensgut) festhielt. Der Verfasser vertritt die Ansicht, dass diese beiden Faktoren die kulturelle Vereinheitlichung im besprochenen Areal förderten und eine Reihe gemeinsamer Werte schufen, die, ausreichend oder minimal, genügend zusammenhängend waren, um den späteren demografischen Sekundärbewegungen standzuhalten Schließlich bemerkt der Verfasser, dass die Identität im behandelten dörflichen Milieu und im erwähnten Zeitabschnitt mehrere wesentliche Facetten besaß: a) die persönliche; b) die gemeinschaftlich‑dörfliche; c) die zonale; d) die provinzielle; e) die ethnische; f) die nationale.","geneza identităților rurale zonale, aportul factorilor administrativ și juridic, die Entstehung zonaler ländlicher Identitäten, der Beitrag der Verwaltungs","geneza identităților rurale zonale, aportul factorilor administrativ și juridic, die Entstehung zonaler ländlicher Identitäten, der Beitrag der Verwaltungs",167,184,,ro,published
17,1,Trei cuvinte magice,Sanda Golopenția,"Brown University, S.U.A.",,,"We discuss three magic words that belong to a future volume on the vocabulary of magic. The first two detail the semantic fields of magic integrity and magic disintegration. The last refers to a superlative magic plant, generally known as mandrake.","vocabularul magiei, agent magic, plantă magică, integritate magică, dezintegrare, the vocabulary of magic, magic agent, magic plant, magic integrity, magic","vocabularul magiei, agent magic, plantă magică, integritate magică, dezintegrare, the vocabulary of magic, magic agent, magic plant, magic integrity, magic",185,194,,ro,published
18,1,Proiecții lexicografice asupra gândirii contemporane,Cristina Florescu,"Institutul de Filologie Română „Alexandru Philippide” al Academiei Române, Iași.",,,"L’article fait référence à la perspective théorique qui se trouve à la base de trois dictionnaires de nature différente, significatifs – chacun à son tour – pour l’étude de la langue et de la culture roumaine: Lexiconul de de Buda [Le Lexicon de Buda], les deux séries du Dicționarul limbii române [Le Dictionnaire de la langue roumaine], trésor lexical, rédigé sous l’égide de l’Académie roumaine (DA et DLR) et Dicționarul fenomenelor atmosferice [Le Dictionnaire des phénomènes atmosphériques]. Il tient compte du contexte des décèlements lexicographiques contemporains entraînés dans le processus de l’informatisation. L’importance linguistique des termes régionaux qui désignent, en roumain, les dénominations des phénomènes atmosphériques se constitue comme un pont d’exégèse entre l’histoire de la langue, la dialectologie et l’ethnologie.","dicționar, lexicografie, purism, termeni regionali, fenomen atmosferic, dictionnaire, lexicographie, purisme, terme régional, phénomène atmosphérique","dicționar, lexicografie, purism, termeni regionali, fenomen atmosferic, dictionnaire, lexicographie, purisme, terme régional, phénomène atmosphérique",195,202,,ro,published
19,1,Metafore ale facerii în imaginarul folcloric,Elena Platon,"Universitatea Babeș‑Bolyai, Cluj‑Napoca.",,,"Normally, we are not aware of our own conceptual system. In everyday life, we think and we act more or less automatically and our linguistic behaviour follows directions that are not easily comprehended. In order to have access to the conceptual schemes that substantiate the way we think and represent our world, we resort to language. It is not only a passive instrument, which reflects a worldview, but rather an active principle imposing upon the thought a set of distinctions and values. Thus, the foundation of the newly invented words is strengthened by a fundamental cognitive process, of metaphoric nature, which is not specific only to the poetic way of thinking. This paper makes use of linguistic imaginary theories, a concept that is relatively new to us and reunites ideas that originate in the philosophy of language, ethnolinguistics or cognitive linguistics. Thus, a “backwards” analysis of the folkloric imaginary is proposed, based on linguistic data, in order to get to the great conceptual schemes that order the universe of representations attributed to the traditional communities, encapsulated in and through this type of information. The analysis of the lexicon that conceals a system of concepts and images elaborated collectively and the delivery of a common and relatively stable scale of interpretation of the world will bring into focus some conceptual metaphors that show how the idea of creation is represented in the folkloric imaginary, at different levels of existence: human, vegetable, animal or mineral.","imaginar lingvistic, metaforă conceptuală, etnolingvistică, creație, cosmogonie, linguistic imaginary, conceptual metaphor, ethnolinguistics, creation, cosmogony, seed","imaginar lingvistic, metaforă conceptuală, etnolingvistică, creație, cosmogonie, linguistic imaginary, conceptual metaphor, ethnolinguistics, creation, cosmogony, seed",203,218,,ro,published
20,1,"Etnogonie mitică și etnogeneză istorică în spațiul românesc. teorie, metode, izvoare",Ela Cosma,"Institutul de Istorie „George Barițiu” al Academiei Române, Cluj‑Napoca.",,,"Mythical Ethnogony and Historical Ethnogenesis in the Romanian Area. Theory, Methods, The study approaches the mythical ethnogony and the historical ethnogenesis of the Romanians. After analysing the specific terminology which includes concepts like: ethnogony, ethnogenesis, eponym heroes, ethnonyms, endonym and exonym, mythonym, we reveal the state of art in the field of the researches dedicated to the topic of the foundations. We show the historical and mythical sources of the Romanian “dismounting” (descălecat) and the evolution of the scholars’ preoccupations dedicated to the genesis of the Romanians. In the end, we explain the mythical significance attributed to Romanian ethnogony, comprising the utilitarian function, the spiritual meaning, the moral responsibility and the transcendental sense connected with the foundation of the people, as well as the historical imaginary of the Romanian ethnogenesis, insisting on: the ontological value of the name by which people found their existence, the politicization of geography and the nationalization of geographical differences, the teleological interpretation with regard to the Romanian ethnogenesis and the Vlach “colonization”.","mituri ale fondarii ethnogonice, etnogeneza istorică, „colonizarea” Vlahilor, ethnogonical foundation myths, historical ethnogenesis, Vlach “colonization”, significance","mituri ale fondarii ethnogonice, etnogeneza istorică, „colonizarea” Vlahilor, ethnogonical foundation myths, historical ethnogenesis, Vlach “colonization”, significance",219,228,,ro,published
21,1,Patrimoniul imaterial valorificat într-un geoparc,Anamaria Iuga,"Muzeul Național al Țăranului Român, București.",,,"The article focuses on the way intangible heritage, a symbolic system that creates cultural identity, is used in the heritage‑making process in order to reinforce the social cohesion of local communities. It is based on the research activity, and cultural interventions, of the researchers from the National Museum of the Romanian Peasant, in collaboration with specialists from the Faculty of Geology (University of Bucharest), when creating small local exhibitions and cultural events in the communities situated in two geoparks: UNESCO International Geopark “Country of Hațeg”, and the aspiring UNESCO Geopark, “Buzău Land”.","patrimoniu imaterial, geoparc, cercetare interdisciplinară, identitate culturală, intangible heritage, geopark, interdisciplinary research, cultural identity, community","patrimoniu imaterial, geoparc, cercetare interdisciplinară, identitate culturală, intangible heritage, geopark, interdisciplinary research, cultural identity, community",229,242,,ro,published
22,1,Antropologia franceză între două colocvii cardinale (1977-2003),Nicolae Panea,Facultatea de Litere a Universității din Craiova.,,,"Après la Seconde Guerre mondiale, l’anthropologie française connaît un développement si intense qu’il faut un consensus de tous les scientifiques sur la nature de la science, le domaine de la recherche, ses méthodes. Ce consensus est né en 1977 à l’occasion de l’organisation par le CNRS d’un colloque véritablement cardinal. L’auteur présente la manière dont l’anthropologie française évolue, après le colloque historique de 1977 (Anthropologie en France. Situation actuelle et avenir), vers un autre colloque cardinal, celui de 2003, consacré à l’anthropologie et à l’hypermodernité. À travers des personnalités iconiques (Maurice Godelier, Marc Augé, David Le Breton), qui ont contribué essentiellement à la création de nouveaux champs de recherche (anthropologie économique, urbaine, sensorielle) et de nouvelles méthodes, l’évolution se dessine d’une science extrêmement adaptative. La société hypermoderne représente non seulement un défi épistémique, mais une occasion de méditer sur la probabilité de changer le type humain, donc, une nouvelle anthropologie. Le colloque de 2003 (L’Individu hypermoderne) annonce une nouvelle prospection de l’avenir de la science après d’autres années de développement explosif de l’anthropologie française.","antropologie franceză, evoluție, colocvii istorice, noi metode, noi terenuri, anthropologie française, évolution, colloques historiques, nouvelles méthodes","antropologie franceză, evoluție, colocvii istorice, noi metode, noi terenuri, anthropologie française, évolution, colloques historiques, nouvelles méthodes",243,260,,ro,published
23,1,"Fotografia, martor vizual în cercetarea de teren",Narcisa Știucă,Universitatea din București.,,,"Our paper aims to highlight some interesting aspects regarding the production of static images in anthropological and ethnological research. We are interested in the way in which traditional societies relate to documentary photography, which we consider a witness of research and a working tool for the future. We also want to present a research technique specific to oral history through which, based on the analysis of the family album, the interests of the researcher can be harmonized with the reluctance of the informant.","fotografie, cercetare de teren, comunicare, abordare narativă, photography, field research, communication, narrative approach","fotografie, cercetare de teren, comunicare, abordare narativă, photography, field research, communication, narrative approach",261,266,,ro,published
24,1,Cercetarea tipologică a folclorului literar: perspective actuale asupra tipologiilor narative,Ioana‑ruxandra Fruntelată,Universitatea din București; Institutul de Etnografie și Folclor „Constantin Brăiloiu” al Academiei Române.,,,"Typologies are specific methodological tools for folklore scholars, as they provide thematic inventories of all the available (i.e. archived and/ or edited) variants of a certain folkloric genre/ category. In literary folklore, the historical‑geographic method of the so‑called Finnish school developed typologies to chart especially epic categories. The study presents Aarne’s international typology of folk narratives, updated by Stith Thompson and Hans‑Jörg Uther and also the Enzyklopädie des Märchens coordinated by Kurt Ranke and Rolf Wilhelm Brednich and completed in 2015. A brief review and update of Romanian typologies of folk narratives (Lazăr Șăineanu, Adolf Schullerus, Sabina‑Cornelia Stroescu, Tony Brill) sets into light the permanent work of Romanian scholars to connect their scientific results to international tendencies and also to observe the characteristics of an autochtonous rich and complex material. A special attention is directed towards the critical and applied contributions of Ion Mușlea, Dumitru Caracostea and Ovidiu Bîrlea, three outstanding folklorists who have created models for Romanian typologies of literary folklore.","folclor literar, etnologie filologică, catalog tipologic, tipologie narativă, literary folklore, philological ethnology, type catalogue, narrative typology","folclor literar, etnologie filologică, catalog tipologic, tipologie narativă, literary folklore, philological ethnology, type catalogue, narrative typology",267,278,,ro,published
25,1,Cunoștințe și valori ale unei femei din Europa de Răsărit la începutul mileniului trei,Otilia Hedeșan,"Universitatea de Vest, Timișoara.",,,"Analiză de caz: M. V. / Doamna Mia din Kuštilj / Coștei An East European Woman’s Knowledge and Values at the Beginning of the Third Millennium. Case The article studies the know‑how and the life story of Maria Vrănianț (1956–2019) from Kuštilj / Coștei, a small village with a Romanian population from Vojvodina (Serbia). There are presented and analyzed five long interviews (total time: 10 h 48 minutes) made by the author in a series of field researches, between 2015 and 2019, with Maria Vrănianț – a remarkable woman, with an excellent memory, a good knowledge of a local traditions, and a special sense of humor. Starting from the texts produced following these discussions, the analyze focuses on three main aspects: the transformations of the daily life of a woman originated from a small village situated in the south‑eastern part of Europe after some periods of migration work abroad; the most relevant topics discussed (the family, the house and the household, the local food, the traditional manner to do agriculture in the region, the local beliefs in magical practices, the local rituals of passage variants, the local narratives about muroń / vampires); the particularities of the oral discourse, the special rhetoric of a talented storyteller.","comunitatea românească din Banatul sârbesc, Kuštilj / Coștei, povestea vieții, povestit, Romanian population in Vojvodina, life history, storytelling, muroń","comunitatea românească din Banatul sârbesc, Kuštilj / Coștei, povestea vieții, povestit, Romanian population in Vojvodina, life history, storytelling, muroń",279,294,,ro,published
26,1,"Sărbători, obiceiuri, credințe la românii din satul Gradskovo (Serbia)",Emil Țîrcomnicu,"Institutul de Etnografie și Folclor „Constantin Brăiloiu” al Academiei Române; Facultatea de Litere,",,,"Holidays, Customs, Beliefs at the Population of Romanian Origin from Gradskovo (Serbia) In this paper we show elements of traditional culture, specific to the population of Romanian origin from Gradskovo (Serbia) village, which are present in the cultural immaterial heritage (holidays, customs, believes) as well as self‑identification elements of oral history.","sărbători, obiceiuri, credințe, Valea Timocului, istorie orală, holidays, customs, beliefs, Timok Valley, oral history","sărbători, obiceiuri, credințe, Valea Timocului, istorie orală, holidays, customs, beliefs, Timok Valley, oral history",295,312,,ro,published
27,1,"Biserică, religiozitate populară și oameni ai locului. O perspectivă din Serbia de Răsărit",Annemarie Sorescu‑marinković,"Institutul de Studii Balcanice, Academia Sârbă de Științe și Arte, Belgrad, Serbia",,,"Starting from the observation that researchers have often uncritically opposed vernacular religiosity to official, teologic religion, either minimizing the importance of popular religious behaviour of the Vlachs of Eastern Serbia or totally dismissing the role played the church in the life of this community, the author advocates for a change of perspective. This change of perspective is meant to bring about a different reading of the situation in the region, in which the local people become the focus of research, not church, religion or customs as abstract concepts. The first part of the article briefly discusses the role of the church in Eastern Serbia during the last two centuries, the co‑existence of vernacular and official religion, as well as the recent reintroduction of the religious service in Vlach Romanian in several churches. The second part of the article presents archival documents and testimonies of people who have met Mother Măndălina, the patron of the Malajnica Monastery, the first Vlach monastery in Eastern Serbia. The transcribed testimonies are crucial in understanding the rural world of this region in the first half of the 20th century, where, contrary to the common belief, Vlachs and Serbs together frequented with a certain regularity the church. The testimonies are even more valuable for a future tracing of the beginning of the cult of Mother Măndălina, who belongs to both communities and environments, Vlach and Serbian, vernacular and theologic.","Serbia de Răsărit, religie, biserică, vlahi, limba română, Eastern Serbia, religion, church, Vlachs, Romanian language","Serbia de Răsărit, religie, biserică, vlahi, limba română, Eastern Serbia, religion, church, Vlachs, Romanian language",313,332,,ro,published
28,1,Cântarea bunului păstor,Paul Drogeanu,"Institutul de Etnografie și Folclor „Constantin Brăiloiu” al Academiei Române, București.",,,Cette note vient en marge des questions que l’ethnologie européenne a commencée a se poser vers la fin du XXe siècle. Elle ne forme pas un vrai texte de recherche. On se demande ce que l’observation directe des faits de culture peut apporter à la lecture d’un texte folklorique noté et annoté. Une anthropologie européene peu‑telle aboutir sur une ethnologie du christianisme vu comme religion populaire? On compare la légende et la fête d’un saint local des Alpes avec la narration chantée Mioritza.,"religie populară, sărbătoare, legende hagiografice, poveste cântată, religion populaire, fête, légendes hagiographiques, narration chantée","religie populară, sărbătoare, legende hagiografice, poveste cântată, religion populaire, fête, légendes hagiographiques, narration chantée",333,338,,ro,published
29,1,Propunere metodologică pentru abordarea integrativă a fenomenelor religioase. O perspectivă folcloristică,Laura Jiga Iliescu,"Institutul de Etnografie și Folclor „Constantin Brăiloiu” al Academiei Române, București; Facultatea de",,,O PERSPECTIVĂ FOLCLORISTICĂ1 The article aims to problematize the term popular religion as a strategic concept for folkloristic and to explore its potential for understanding religion as part of the ritual performance events and of transmitting knowledge that include the supernatural.,"religie populară, religie vernaculară, practici religioase, supranatural și sacru, context, popular religion, vernacular religion, religious practices, supernatural","religie populară, religie vernaculară, practici religioase, supranatural și sacru, context, popular religion, vernacular religion, religious practices, supernatural",339,352,,ro,published
30,1,"Prezentul crucilor de jurământ din Oltenia – între tradiție, ordine și interdicție",Astrid Cambose,"Institutul de Filologie Română „A. Philippide” al Academiei Române, Iași.",,,"Swear crosses are one of the most interesting types of the Romanian popular crosses. They differ from all the other crosses either by the inscription of words like “swear”, “oath” and related synonims, or by the places they occupy. Starting from the geographical presence of such crosses in rural Oltenia, we will research the local peculiarities of the custom of placing such crosses on the fence of the deceased’s house, on trees and other high places, near or inside cemeteries, in church courtyards, on the roadside, in the field or by the forest. Most swear crosses are raised for the dead on the occasion of the 40 days sacrificial offerings. Ethnological fields can offer more valuable information as to how exactly are such crosses ordered, produced, installed and used within the popular worship. Our research aims for a better understanding of the inner motivation of rising the swear crosses, which seems to vary from one case to another: some informers say the swearing cross is meant to undo the harm of former false oaths willingly or unwillingly taken by the dead, some say it is meant to redeem the soul of a liar, some say it is a means of ascension to heaven, a kind of stair for the soul, some say the custom has no significance at all. The dynamics of the phenomenon is also an issue we are interested in. We will approach the matter of swear crosses from yet another perspective: the impact of the “hard words” (oaths and profanities y compris) uttered by the deceased on the pragmatics of the funeral rituals, in view of what has been called a “social collective intentionality”.","moarte, cultura populară, crucea de jurământ, pragmatica ritualului funerar, death, Romanian popular culture, swear crosses, pragmatics of funeral rituals","moarte, cultura populară, crucea de jurământ, pragmatica ritualului funerar, death, Romanian popular culture, swear crosses, pragmatics of funeral rituals",353,372,,ro,published
31,1,Sisteme normative în Țara Oașului: crima ca indice al unității morale comunitare,Corina Iosif,"Muzeul Național al Țăranului Român, București.",,,"Des phénomènes récents tels que l’expansion explosive des migrations de main‑d’œuvre au cours des 20 dernières années et, par conséquent, la perturbation des systèmes économiques zonaux (formels et informels) ont inévitablement affecté les systèmes normatifs (sociaux, économiques, notamment moraux) caractéristiques des cultures locales. Ils portent les marques de dissolutions et de reconfigurations qui, dans bien des cas, tendent à maintenir le lien social. Ce texte se concentre sur la notion d’honneur, avec son corollaire: la honte, comme champ sociologique principal et facteur important de la cohésion du groupe. Je propose une discussion sur la place du meurtre dans le système de valeurs morales qui caractérise la culture régionale du Pays d’Oach et comment elle participe à la construction de l’identité socioculturelle de l’individu.","comunități țărănești, onoare, tradiții, omor, Țara Oașului, communautés paysannes, honneur, traditions, meurtre, Pays d’Oaș","comunități țărănești, onoare, tradiții, omor, Țara Oașului, communautés paysannes, honneur, traditions, meurtre, Pays d’Oaș",373,382,,ro,published
